id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FAM13C	5	0.93128	0.93145	1.0	15090	0	0.048698	0.19146	0.36411	0.983597	5470	2	0.048698
WFDC12	4	0.93132	0.93099	1.0	15091	0	0.12441	0.31246	0.45853	1.0	7409	2	0.12441
SH2D1B	5	0.93134	0.93149	1.0	15092	0	-0.050657	0.51956	0.66708	1.0	9746	2	-0.050657
KLB	6	0.93138	0.93111	1.0	15093	1	0.20582	0.024071	0.084946	0.86764	1262	5	0.20582
FAM126A	3	0.9314	0.93158	1.0	15094	0	0.16587	0.00908	0.024486	0.816307	560	1	0.16587
LGALS4	4	0.9314	0.93109	1.0	15095	0	0.05141	0.79368	0.79689	1.0	12944	1	0.05141
ADCY9	4	0.93143	0.93112	1.0	15096	0	0.1392	0.38408	0.53074	1.0	8317	2	0.1392
APOL3	2	0.93143	0.93137	1.0	15097	0	0.20661	0.068566	0.12009	0.894128	2776	2	0.20661
RUNX3	6	0.93159	0.93133	1.0	15098	1	0.071648	0.21171	0.40546	0.991766	5829	3	0.071648
ZNF79	6	0.9316	0.93134	1.0	15099	1	0.088475	0.91503	0.91655	1.0	14698	1	0.088475
ZNF460	3	0.9316	0.93175	1.0	15100	0	0.25929	0.1596	0.26202	0.964015	4916	2	0.25929
UBTD1	3	0.93177	0.93193	1.0	15101	0	0.14876	0.29313	0.42794	0.993386	7142	2	0.14876
IGFL2	4	0.93179	0.93144	1.0	15102	0	0.30654	0.010942	0.036331	0.826192	660	3	0.30654
CETP	3	0.93189	0.93206	1.0	15103	0	0.26031	0.29759	0.43346	0.993769	7210	2	0.26031
DIAPH1	3	0.93194	0.93211	1.0	15104	0	0.2457	0.060493	0.13265	0.911703	2537	2	0.2457
MYO7	4	0.93195	0.9316	1.0	15105	0	0.14126	0.21759	0.36319	0.983597	5929	2	0.14126
ARHGAP4	4	0.93203	0.93168	1.0	15106	0	0.024588	0.89751	0.89721	1.0	14422	0	0.024588
SH2B3	3	0.9321	0.93228	1.0	15107	0	0.28992	0.017392	0.045255	0.832426	984	2	0.28992
NIPSNAP3A	2	0.9321	0.93206	1.0	15108	0	0.33911	0.067901	0.119	0.894128	2755	2	0.33911
PRRC2C	4	0.93215	0.93179	1.0	15109	0	0.02057	0.78857	0.79266	1.0	12878	1	0.02057
FAM163	4	0.93221	0.93186	1.0	15110	0	0.093777	0.79568	0.79858	1.0	12973	1	0.093777
ASB7	6	0.93223	0.93196	1.0	15111	1	0.34998	0.0048149	0.020861	0.816307	303	5	0.34998
FAM19A5	5	0.93226	0.93239	1.0	15112	0	0.14121	0.51065	0.65953	1.0	9670	2	0.14121
VCPIP1	3	0.93226	0.93245	1.0	15113	0	0.20466	0.14485	0.24312	0.9605	4674	2	0.20466
ZNF66	8	0.93229	0.94659	1.0	15114	1	0.092093	0.31444	0.57035	1.0	7435	4	0.092093
COL7A1	4	0.93244	0.93209	1.0	15115	0	0.12621	0.17744	0.3226	0.980576	5224	2	0.12621
EIF2D	5	0.93248	0.93263	1.0	15116	0	0.17325	0.028821	0.087958	0.874238	1445	4	0.17325
RBM11	4	0.93255	0.93221	1.0	15117	0	0.30641	0.033005	0.088555	0.875609	1614	3	0.30641
LCN9	3	0.93257	0.93278	1.0	15118	0	0.22134	0.21177	0.32796	0.98246	5831	2	0.22134
CCND1	4	0.93261	0.93227	1.0	15119	0	0.10175	0.12653	0.26156	0.964015	4266	1	0.10175
TES	5	0.93271	0.93286	1.0	15120	0	0.028003	0.26343	0.45965	1.0	6669	2	0.028003
CLPX	3	0.93272	0.93293	1.0	15121	0	0.21445	0.2356	0.35747	0.982573	6233	2	0.21445
CRP	6	0.93282	0.93254	1.0	15122	0	-0.023956	0.35876	0.57382	1.0	8003	2	-0.023956
MYRI	4	0.93282	0.9325	1.0	15123	0	0.28597	0.03554	0.093703	0.883738	1703	3	0.28597
CCDC27	5	0.93283	0.93296	1.0	15124	0	0.055305	0.4237	0.58725	1.0	8780	2	0.055305
CDS2	2	0.93285	0.93276	1.0	15125	0	0.34955	0.067155	0.11779	0.894097	2733	2	0.34955
STAU2	4	0.93285	0.93252	1.0	15126	0	0.064184	0.28415	0.42996	0.993386	6990	2	0.064184
C1orf35	5	0.93286	0.933	1.0	15127	0	0.051219	0.33537	0.51618	1.0	7696	1	0.051219
C1orf192	4	0.93292	0.93262	1.0	15128	0	0.15482	0.052712	0.12736	0.906419	2288	2	0.15482
EFCAB3	4	0.93293	0.93263	1.0	15129	0	0.089983	0.44098	0.58841	1.0	8993	2	0.089983
MTA1	2	0.933	0.93291	1.0	15130	0	0.33173	0.052411	0.093216	0.883738	2278	2	0.33173
DYSF	2	0.9331	0.93303	1.0	15131	0	0.11749	0.066896	0.11738	0.894097	2721	2	0.11749
INPP5A	3	0.93311	0.93333	1.0	15132	0	0.37797	0.079218	0.15789	0.921782	3071	2	0.37797
KANSL1L	2	0.93312	0.93304	1.0	15133	0	0.29223	0.06688	0.11736	0.894097	2720	2	0.29223
FAM114A1	6	0.93315	0.93286	1.0	15134	0	0.081634	0.11974	0.28522	0.970586	4098	3	0.081634
ABCC4	4	0.93317	0.93289	1.0	15135	0	0.071518	0.047426	0.11708	0.894097	2149	1	0.071518
CCNB	2	0.93319	0.93312	1.0	15136	0	0.28415	0.066808	0.11724	0.894097	2717	2	0.28415
TSC22D	3	0.9332	0.93342	1.0	15137	0	0.19634	0.2016	0.31532	0.978268	5655	2	0.19634
NME5	4	0.93322	0.93294	1.0	15138	0	0.1278	0.27796	0.42373	0.993386	6897	2	0.1278
ANGPTL6	4	0.93323	0.93295	1.0	15139	0	0.2758	0.057119	0.13594	0.913587	2426	2	0.2758
TMPRSS9	3	0.93325	0.93347	1.0	15140	0	0.29832	0.17978	0.28788	0.970586	5267	2	0.29832
C6orf118	3	0.93326	0.93347	1.0	15141	0	0.23832	0.11815	0.20863	0.94702	4062	2	0.23832
TTC9	7	0.93329	0.93763	1.0	15142	1	0.13906	0.054045	0.16765	0.925081	2334	4	0.13906
GCK	4	0.93346	0.93318	1.0	15143	0	0.17707	0.073146	0.16645	0.925081	2905	3	0.17707
SLC38A1	2	0.93351	0.93344	1.0	15144	0	0.48099	0.059963	0.10587	0.883738	2523	2	0.48099
LGALS1	4	0.93352	0.93325	1.0	15145	0	0.46255	0.0024536	0.0087724	0.780934	182	3	0.46255
RBP	5	0.93353	0.93367	1.0	15146	0	0.094777	0.35464	0.53143	1.0	7949	2	0.094777
SLC25A16	2	0.93362	0.93355	1.0	15147	0	0.33305	0.066381	0.11652	0.893555	2703	2	0.33305
C2orf8	8	0.93364	0.94718	1.0	15148	1	0.10762	0.2054	0.43214	0.993386	5716	4	0.10762
TFP	5	0.93368	0.93381	1.0	15149	0	0.21081	0.097116	0.22478	0.955139	3501	3	0.21081
MUC	4	0.93368	0.93341	1.0	15150	0	0.095906	0.20371	0.34913	0.982573	5682	2	0.095906
SLC3A1	5	0.93368	0.93382	1.0	15151	0	0.18962	0.039891	0.1161	0.89286	1851	4	0.18962
ISLR	2	0.93384	0.93378	1.0	15152	0	0.41734	0.066164	0.11617	0.89286	2698	2	0.41734
LRIG1	5	0.93391	0.93405	1.0	15153	0	0.18385	0.059384	0.1631	0.923716	2502	4	0.18385
EFHB	6	0.93395	0.93369	1.0	15154	0	0.12549	0.30499	0.51351	1.0	7314	3	0.12549
CIB1	4	0.93399	0.93372	1.0	15155	0	0.31628	0.059025	0.1396	0.918528	2494	3	0.31628
OR6C75	2	0.93404	0.93398	1.0	15156	0	0.24295	0.065963	0.11584	0.89281	2686	2	0.24295
DISC1	7	0.9341	0.9382	1.0	15157	1	0.017087	0.13315	0.31329	0.978268	4432	3	0.017087
ZC4H2	5	0.93412	0.93427	1.0	15158	0	0.15545	0.23669	0.42688	0.993386	6250	3	0.15545
LRRC28	3	0.93415	0.93437	1.0	15159	0	0.27816	0.094017	0.1773	0.931688	3432	2	0.27816
PGM5	4	0.93421	0.93394	1.0	15160	0	0.048873	0.55453	0.64991	1.0	10121	1	0.048873
OR4A15	2	0.93428	0.93422	1.0	15161	0	0.66146	0.02147	0.039701	0.831343	1153	2	0.66146
DGCR2	4	0.93433	0.93406	1.0	15162	0	0.12997	0.13378	0.27404	0.967777	4446	3	0.12997
PIDD	4	0.93434	0.93407	1.0	15163	0	0.21225	0.11361	0.23925	0.960409	3947	3	0.21225
TRAF3	4	0.93438	0.93411	1.0	15164	0	0.18364	0.066031	0.15299	0.921743	2691	3	0.18364
ADAMTS3	4	0.93445	0.93419	1.0	15165	0	0.19729	0.11774	0.24646	0.960948	4048	3	0.19729
CTNNB	4	0.93451	0.93424	1.0	15166	0	0.5042	0.0088582	0.029863	0.816307	551	3	0.5042
FAM151A	2	0.93458	0.93452	1.0	15167	0	0.35281	0.065419	0.11493	0.892577	2667	2	0.35281
ZNF71	5	0.93461	0.93478	1.0	15168	0	0.29293	0.037998	0.1114	0.886631	1786	3	0.29293
OR11L1	3	0.93463	0.93486	1.0	15169	0	0.19887	0.21459	0.33145	0.98246	5883	2	0.19887
MOCS2	5	0.93465	0.93482	1.0	15170	0	0.23235	0.062766	0.17065	0.926597	2589	3	0.23235
ANKS1A	3	0.93471	0.93495	1.0	15171	0	0.31355	0.030729	0.077001	0.858757	1526	2	0.31355
TRIB1	4	0.93474	0.93448	1.0	15172	0	0.25005	0.074121	0.16825	0.925081	2943	3	0.25005
KRTAP10-8	2	0.9348	0.93475	1.0	15173	0	0.24139	0.065196	0.11457	0.892505	2659	2	0.24139
NPM	3	0.93481	0.93505	1.0	15174	0	0.37988	0.013922	0.036663	0.828	823	2	0.37988
HNRPLL	5	0.93484	0.93501	1.0	15175	0	0.25115	0.089041	0.21227	0.947399	3314	3	0.25115
NAV1	8	0.93488	0.94775	1.0	15176	1	0.032566	0.51725	0.7315	1.0	9722	3	0.032566
TLX1	4	0.93489	0.93464	1.0	15177	0	0.081469	0.54827	0.64697	1.0	10045	1	0.081469
PRAM	3	0.93496	0.9352	1.0	15178	0	0.28914	0.077776	0.15592	0.921743	3044	2	0.28914
KRTCAP	2	0.93501	0.93497	1.0	15179	0	0.22657	0.064989	0.11422	0.892505	2653	2	0.22657
CRIM1	5	0.93505	0.93522	1.0	15180	0	0.093288	0.3501	0.52789	1.0	7883	1	0.093288
HS3ST	4	0.93508	0.93484	1.0	15181	0	0.14709	0.41282	0.55985	1.0	8648	2	0.14709
APOA4	4	0.93509	0.93484	1.0	15182	0	0.28574	0.044988	0.11239	0.889932	2069	3	0.28574
ARHGEF11	4	0.93511	0.93486	1.0	15183	0	0.17599	0.069938	0.16047	0.922271	2815	3	0.17599
PXT1	3	0.93517	0.93541	1.0	15184	0	0.15167	0.21191	0.32813	0.98246	5833	2	0.15167
KISS1	6	0.93524	0.935	1.0	15185	0	0.12279	0.10118	0.24983	0.964015	3614	3	0.12279
C7orf60	3	0.93525	0.93548	1.0	15186	0	0.32552	0.11422	0.20359	0.945462	3966	2	0.32552
HPS3	4	0.93536	0.93512	1.0	15187	0	0.086211	0.33049	0.47674	1.0	7628	2	0.086211
HMOX1	3	0.93541	0.93563	1.0	15188	0	0.2773	0.14425	0.24237	0.9605	4662	2	0.2773
DUSP4	4	0.93565	0.93543	1.0	15189	0	0.10152	0.45528	0.60284	1.0	9162	2	0.10152
PACRG	3	0.93567	0.93589	1.0	15190	0	0.4362	0.012281	0.032559	0.817434	739	2	0.4362
STX6	2	0.93577	0.93577	1.0	15191	0	0.4036	0.064235	0.11298	0.889932	2632	2	0.4036
ADAMTS2	4	0.9358	0.93557	1.0	15192	0	0.23759	0.025931	0.074066	0.857746	1332	3	0.23759
MXI1	5	0.93589	0.93604	1.0	15193	0	0.032391	0.54051	0.68495	1.0	9971	2	0.032391
AIF1L	3	0.93593	0.93617	1.0	15194	0	0.18404	0.05854	0.13	0.909055	2477	2	0.18404
CMTM4	4	0.93596	0.93573	1.0	15195	0	0.081391	0.31001	0.45605	1.0	7377	2	0.081391
TEKT5	4	0.93598	0.93574	1.0	15196	0	0.18889	0.10295	0.22036	0.952956	3664	3	0.18889
PHKG1	4	0.93613	0.93591	1.0	15197	0	0.16529	0.24171	0.3873	0.987252	6330	2	0.16529
FLN	4	0.93617	0.93595	1.0	15198	0	0.097439	0.1522	0.29708	0.97762	4785	2	0.097439
PRKAB	4	0.93618	0.93596	1.0	15199	0	0.069601	0.81455	0.81521	1.0	13242	1	0.069601
MOB1A	3	0.93621	0.93642	1.0	15200	0	0.38586	0.03102	0.077669	0.86193	1537	2	0.38586
SLC19A1	4	0.93622	0.93601	1.0	15201	0	0.19122	0.060296	0.14202	0.919778	2533	3	0.19122
DNMT3L	3	0.93627	0.93648	1.0	15202	0	0.15286	0.15786	0.2598	0.964015	4876	2	0.15286
SEPP	2	0.93635	0.93637	1.0	15203	0	0.27788	0.063647	0.11203	0.889492	2617	2	0.27788
LYNX1	5	0.93637	0.93652	1.0	15204	0	0.082421	0.40074	0.5686	1.0	8512	2	0.082421
ZNF519	4	0.93641	0.93621	1.0	15205	0	0.28883	0.043229	0.10897	0.884827	1994	3	0.28883
SLC6A11	4	0.93646	0.93626	1.0	15206	0	0.49725	0.0084164	0.028443	0.816307	527	3	0.49725
YIPF4	6	0.93647	0.93623	1.0	15207	0	0.06747	0.19934	0.39078	0.988605	5603	3	0.06747
ITIH4	5	0.93653	0.93668	1.0	15208	0	0.063095	0.34575	0.52447	1.0	7831	2	0.063095
CASD1	3	0.93657	0.93678	1.0	15209	0	0.56441	0.0051276	0.014173	0.816307	325	2	0.56441
HHIP	6	0.93662	0.93638	1.0	15210	0	-0.085741	0.32099	0.53157	1.0	7511	2	-0.085741
CD34	4	0.93672	0.93654	1.0	15211	0	0.10567	0.28856	0.43438	0.99382	7076	2	0.10567
PHF15	3	0.93679	0.93702	1.0	15212	0	0.24564	0.17789	0.28545	0.970586	5234	2	0.24564
DMP1	2	0.93684	0.93685	1.0	15213	0	0.30793	0.063155	0.11121	0.886631	2604	2	0.30793
EOGT	3	0.93685	0.93709	1.0	15214	0	0.36116	0.04605	0.11123	0.886631	2112	2	0.36116
C2orf62	3	0.93687	0.93711	1.0	15215	0	0.11409	0.29548	0.43088	0.993386	7177	2	0.11409
ZSCAN22	4	0.93703	0.93686	1.0	15216	0	0.37243	0.029154	0.080743	0.86764	1465	3	0.37243
ZNF410	4	0.93705	0.93688	1.0	15217	0	0.24286	0.013684	0.044715	0.832426	810	3	0.24286
BMP3	5	0.93712	0.93726	1.0	15218	0	0.23131	0.11048	0.24529	0.96057	3861	3	0.23131
KRTAP13-4	2	0.93717	0.93717	1.0	15219	0	0.29752	0.062826	0.11066	0.886631	2592	2	0.29752
AMBRA1	4	0.93721	0.93704	1.0	15220	0	0.2661	0.021625	0.065092	0.857746	1159	3	0.2661
KIAA1147	4	0.93723	0.93705	1.0	15221	0	0.19233	0.09793	0.21149	0.94702	3528	2	0.19233
ALDH6A1	3	0.9373	0.93753	1.0	15222	0	0.14743	0.41476	0.49991	1.0	8674	1	0.14743
AARD	3	0.93756	0.93776	1.0	15223	0	0.30351	0.078642	0.15712	0.921782	3062	2	0.30351
PNMAL1	5	0.93766	0.93779	1.0	15224	0	0.19096	0.19804	0.37333	0.983597	5580	3	0.19096
C9orf72	4	0.93772	0.93757	1.0	15225	0	0.12795	0.039333	0.10129	0.883738	1833	2	0.12795
ADAMTS17	4	0.93776	0.93761	1.0	15226	0	0.17219	0.17379	0.31889	0.979435	5160	2	0.17219
PI16	4	0.93777	0.93763	1.0	15227	0	0.10912	0.44931	0.59678	1.0	9093	2	0.10912
ZNF75D	3	0.93796	0.93819	1.0	15228	0	0.40134	0.0096079	0.025811	0.816307	600	2	0.40134
FSHR	4	0.93797	0.93783	1.0	15229	0	0.34253	0.008618	0.029079	0.816307	539	3	0.34253
RCN2	3	0.93807	0.93829	1.0	15230	0	0.36642	0.079229	0.15791	0.921782	3072	2	0.36642
DNAJB4	4	0.93818	0.93804	1.0	15231	0	0.27731	0.016992	0.054823	0.849528	967	2	0.27731
PSG1	6	0.9382	0.93796	1.0	15232	0	0.23841	0.0092718	0.036656	0.828	574	5	0.23841
CLMP	4	0.93821	0.93807	1.0	15233	0	0.1304	0.3686	0.51512	1.0	8115	2	0.1304
KCNG4	4	0.93835	0.93821	1.0	15234	0	0.1547	0.35584	0.50222	1.0	7963	2	0.1547
KIAA0586	4	0.93836	0.93821	1.0	15235	0	0.29806	0.030384	0.083234	0.86764	1513	3	0.29806
CLEC7A	4	0.93838	0.93823	1.0	15236	0	0.10564	0.74492	0.75919	1.0	12292	1	0.10564
MOXD1	3	0.93838	0.93861	1.0	15237	0	0.25383	0.10944	0.19745	0.939445	3821	2	0.25383
C2CD4D	3	0.93843	0.93867	1.0	15238	0	0.26896	0.14947	0.24904	0.9631	4739	2	0.26896
ACSM	3	0.93845	0.93869	1.0	15239	0	0.34567	0.061955	0.13462	0.913587	2581	2	0.34567
OR4F15	2	0.93846	0.93846	1.0	15240	0	0.54198	0.047421	0.084867	0.86764	2148	2	0.54198
PM20D2	3	0.93849	0.93873	1.0	15241	0	0.15591	0.22598	0.34555	0.982573	6070	1	0.15591
ABCA8	3	0.93849	0.93873	1.0	15242	0	0.2951	0.051024	0.11983	0.894128	2251	2	0.2951
GLUD2	2	0.93853	0.93852	1.0	15243	0	0.2782	0.061472	0.10839	0.884418	2567	2	0.2782
TMEM30	2	0.93855	0.93854	1.0	15244	0	0.66898	0.061449	0.10835	0.884418	2566	2	0.66898
CST9L	4	0.93862	0.93845	1.0	15245	0	0.2946	0.025902	0.074001	0.857746	1331	3	0.2946
FAM124B	2	0.93871	0.93871	1.0	15246	0	0.3106	0.061294	0.10808	0.884418	2563	2	0.3106
C2orf83	7	0.93883	0.9416	1.0	15247	1	-0.019586	0.45082	0.66874	1.0	9112	3	-0.019586
MAP7D2	3	0.93887	0.93911	1.0	15248	0	0.22691	0.06157	0.13409	0.913587	2568	2	0.22691
ZNF570	4	0.93887	0.93871	1.0	15249	0	0.060206	0.23956	0.38518	0.986086	6297	1	0.060206
GATAD2B	4	0.93893	0.93877	1.0	15250	0	0.17011	0.11621	0.24377	0.9605	4005	3	0.17011
IFIH	5	0.93904	0.93917	1.0	15251	0	0.12139	0.52612	0.67274	1.0	9821	2	0.12139
TMEM161A	4	0.93907	0.93891	1.0	15252	0	0.083233	0.25203	0.39759	0.989386	6500	2	0.083233
TFPT	3	0.93916	0.93937	1.0	15253	0	0.47352	0.059584	0.1314	0.911641	2511	2	0.47352
PKP	6	0.93918	0.93894	1.0	15254	0	0.072067	0.17465	0.361	0.983597	5176	3	0.072067
TARM1	4	0.93921	0.93905	1.0	15255	0	0.098708	0.29673	0.44257	0.998811	7200	2	0.098708
C2orf89	6	0.93921	0.93897	1.0	15256	0	0.13935	0.0041603	0.018483	0.816307	268	2	0.13935
ADAM17	5	0.93928	0.93939	1.0	15257	0	0.21966	0.046596	0.1326	0.911703	2130	3	0.21966
PRRT2	4	0.93928	0.93913	1.0	15258	0	0.14362	0.059588	0.1407	0.919192	2512	3	0.14362
TBL2	4	0.9394	0.93925	1.0	15259	0	0.27335	0.020414	0.062608	0.85499	1113	3	0.27335
HSF	4	0.93952	0.93938	1.0	15260	0	0.0157	0.84982	0.84935	1.0	13733	0	0.0157
NDUFS4	4	0.93956	0.93942	1.0	15261	0	0.25472	0.038952	0.10054	0.883738	1819	2	0.25472
AC006276.	3	0.93966	0.93988	1.0	15262	0	0.12899	0.28331	0.4161	0.993386	6976	2	0.12899
THRSP	2	0.93967	0.93968	1.0	15263	0	0.28296	0.060332	0.10649	0.884418	2535	2	0.28296
C17orf64	4	0.9397	0.93956	1.0	15264	0	0.14864	0.13074	0.26877	0.967157	4378	3	0.14864
LY6G5C	4	0.93972	0.93957	1.0	15265	0	0.25382	0.067415	0.15565	0.921743	2741	3	0.25382
NMT2	4	0.93979	0.93964	1.0	15266	0	0.058034	0.5842	0.66422	1.0	10449	1	0.058034
CHAT	3	0.93981	0.94002	1.0	15267	0	0.21998	0.054446	0.12448	0.902482	2345	2	0.21998
CNGA4	4	0.93985	0.93968	1.0	15268	0	0.096736	0.38585	0.5325	1.0	8334	2	0.096736
AC011443.1	4	0.93987	0.93971	1.0	15269	0	0.17426	0.16508	0.31013	0.978268	5020	2	0.17426
CCDC14	4	0.94005	0.93991	1.0	15270	0	0.45878	0.0092843	0.031185	0.816307	575	3	0.45878
KIAA0930	3	0.94008	0.94027	1.0	15271	0	0.095615	0.2922	0.42685	0.993386	7127	2	0.095615
SULT2A1	3	0.94012	0.94031	1.0	15272	0	0.24347	0.10388	0.19014	0.937961	3688	2	0.24347
CCDC9	6	0.94016	0.93991	1.0	15273	0	0.10367	0.28979	0.49635	1.0	7095	3	0.10367
ALDH16A1	3	0.94016	0.94035	1.0	15274	0	0.14181	0.296	0.43153	0.993386	7186	2	0.14181
ZFP62	2	0.94019	0.94018	1.0	15275	0	0.28499	0.059812	0.10562	0.883738	2519	2	0.28499
RPS27L	2	0.94033	0.94033	1.0	15276	0	0.21904	0.059667	0.10537	0.883738	2515	2	0.21904
CREB3L3	3	0.94034	0.94053	1.0	15277	0	0.13136	0.023392	0.059879	0.852135	1226	1	0.13136
IFT7	4	0.94053	0.94035	1.0	15278	0	0.10371	0.30611	0.45209	1.0	7330	2	0.10371
OR10S1	2	0.94068	0.94066	1.0	15279	0	0.23899	0.059316	0.1048	0.883738	2500	2	0.23899
KIT	3	0.94069	0.94087	1.0	15280	0	0.12823	0.18983	0.30059	0.97762	5442	1	0.12823
DIO1	5	0.94075	0.94087	1.0	15281	0	0.22261	0.094681	0.22098	0.952956	3446	3	0.22261
TTC21A	4	0.94077	0.94061	1.0	15282	0	0.17954	0.25709	0.40276	0.991571	6585	2	0.17954
NOS1AP	8	0.94078	0.9506	1.0	15283	1	0.34744	0.0001848	0.0013058	0.596903	17	5	0.34744
TRPM7	4	0.9408	0.94063	1.0	15284	0	0.4623	0.037029	0.096678	0.883738	1757	3	0.4623
DDR	6	0.94089	0.94063	1.0	15285	0	-0.017013	0.2712	0.4751	1.0	6807	1	-0.017013
OR4L1	2	0.94091	0.94089	1.0	15286	0	0.38025	0.059089	0.10444	0.883738	2496	2	0.38025
LGR5	4	0.94098	0.94082	1.0	15287	0	0.24768	0.050577	0.12322	0.899295	2240	3	0.24768
PRKD1	4	0.94101	0.94085	1.0	15288	0	0.10413	0.30521	0.4512	1.0	7320	2	0.10413
ASAH1	4	0.94102	0.94086	1.0	15289	0	0.21795	0.065508	0.15203	0.921743	2670	3	0.21795
FYCO1	4	0.94105	0.94089	1.0	15290	0	0.25714	0.099772	0.21483	0.948343	3576	3	0.25714
AGL	3	0.9411	0.94127	1.0	15291	0	0.18911	0.23173	0.35265	0.982573	6160	1	0.18911
ZNF597	4	0.94111	0.94096	1.0	15292	0	0.20052	0.16933	0.31436	0.978268	5092	2	0.20052
ZSCAN1	4	0.94112	0.94098	1.0	15293	0	0.37283	0.036907	0.096444	0.883738	1753	3	0.37283
SGCZ	4	0.94116	0.94101	1.0	15294	0	0.16849	0.31681	0.4629	1.0	7463	2	0.16849
IAH1	4	0.94121	0.94107	1.0	15295	0	0.23635	0.12665	0.26177	0.964015	4269	3	0.23635
DEFB132	4	0.94121	0.94107	1.0	15296	0	0.14532	0.25504	0.40069	0.990084	6547	2	0.14532
GNAT3	2	0.94125	0.94122	1.0	15297	0	0.458	0.058748	0.10386	0.883738	2484	2	0.458
GLT25D2	4	0.9413	0.94116	1.0	15298	0	0.060076	0.26069	0.40638	0.991946	6629	1	0.060076
WNT7B	4	0.9414	0.94126	1.0	15299	0	0.1934	0.36478	0.51125	1.0	8071	2	0.1934
APOBEC3C	4	0.94143	0.94129	1.0	15300	0	0.38876	0.028527	0.0794	0.86764	1432	3	0.38876
ZNF323	2	0.94151	0.94145	1.0	15301	0	0.29696	0.058491	0.10342	0.883738	2476	2	0.29696
TNFRSF25	5	0.94161	0.94174	1.0	15302	0	0.089715	0.22095	0.40506	0.991766	5988	3	0.089715
OR4C6	2	0.94171	0.94165	1.0	15303	0	0.24471	0.058295	0.1031	0.883738	2470	2	0.24471
RET	4	0.94175	0.94161	1.0	15304	0	0.13784	0.27027	0.416	0.993386	6790	2	0.13784
TPD52L3	4	0.94178	0.94163	1.0	15305	0	0.099633	0.25058	0.39614	0.98894	6470	2	0.099633
PGRMC2	3	0.9418	0.94197	1.0	15306	0	0.18757	0.1888	0.29925	0.97762	5423	2	0.18757
C18orf62	2	0.94183	0.94177	1.0	15307	0	0.35301	0.058166	0.10291	0.883738	2468	2	0.35301
PANX3	2	0.94184	0.94178	1.0	15308	0	0.26779	0.058155	0.10289	0.883738	2467	2	0.26779
ZER1	4	0.94192	0.94178	1.0	15309	0	0.17173	0.097541	0.21082	0.94702	3516	3	0.17173
FBXO7	6	0.942	0.94174	1.0	15310	0	0.15867	0.11166	0.26985	0.967179	3895	4	0.15867
UBXN11	3	0.9421	0.94227	1.0	15311	0	0.12766	0.68544	0.68932	1.0	11568	1	0.12766
HVCN1	1	0.94215	0.94244	1.0	15312	0	0.42438	0.057853	0.057784	0.851713	2453	1	0.42438
COL4A6	4	0.94215	0.94202	1.0	15313	0	0.093685	0.3495	0.49592	1.0	7876	2	0.093685
GNAO1	3	0.9422	0.94237	1.0	15314	0	0.13773	0.17616	0.28321	0.970586	5201	2	0.13773
ABCA9	3	0.94229	0.94246	1.0	15315	0	0.24	0.017295	0.045005	0.832426	983	2	0.24
SUCNR1	4	0.94231	0.94219	1.0	15316	0	0.22309	0.0809	0.18083	0.933787	3112	3	0.22309
FAM219	3	0.94241	0.94258	1.0	15317	0	0.13005	0.297	0.43273	0.993386	7205	2	0.13005
C5orf6	3	0.94251	0.94268	1.0	15318	0	0.39143	0.0061916	0.016956	0.816307	385	2	0.39143
REEP4	3	0.94252	0.94269	1.0	15319	0	0.50406	0.014847	0.038956	0.831343	869	2	0.50406
DTNA	2	0.94255	0.94246	1.0	15320	0	0.15898	0.057446	0.10175	0.883738	2441	2	0.15898
ADSSL1	2	0.94256	0.94247	1.0	15321	0	0.36359	0.057438	0.10174	0.883738	2440	2	0.36359
WDR19	4	0.94256	0.94243	1.0	15322	0	0.17734	0.33265	0.47887	1.0	7663	2	0.17734
ATP1B	3	0.94261	0.94279	1.0	15323	0	0.20696	0.086864	0.16785	0.925081	3256	2	0.20696
BEND7	6	0.94263	0.94238	1.0	15324	0	0.22549	0.013475	0.050943	0.845052	797	4	0.22549
PNLIPRP3	3	0.94276	0.94295	1.0	15325	0	0.2366	0.19792	0.31071	0.978268	5576	2	0.2366
MTMR2	2	0.94276	0.94266	1.0	15326	0	0.2562	0.057237	0.10139	0.883738	2430	2	0.2562
EPHB	4	0.94282	0.94269	1.0	15327	0	0.13375	0.18791	0.33316	0.98246	5408	2	0.13375
CA12	4	0.94288	0.94274	1.0	15328	0	0.15941	0.15615	0.30102	0.97762	4849	2	0.15941
PLEKHO2	3	0.94297	0.94317	1.0	15329	0	0.25766	0.10858	0.19635	0.939445	3804	2	0.25766
RDH13	6	0.94308	0.94279	1.0	15330	0	0.093403	0.12151	0.28846	0.970586	4142	3	0.093403
FFAR2	2	0.94311	0.94301	1.0	15331	0	0.34463	0.056886	0.10081	0.883738	2417	2	0.34463
OR4D11	2	0.94312	0.94301	1.0	15332	0	0.37707	0.056879	0.1008	0.883738	2416	2	0.37707
SMTN	2	0.94314	0.94303	1.0	15333	0	0.27498	0.056864	0.10076	0.883738	2413	2	0.27498
GLRA2	5	0.94316	0.94328	1.0	15334	0	0.1823	0.0057625	0.023894	0.816307	363	4	0.1823
